b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:33:28.485390,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:33:29.779770,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:33:31.306063,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:33:33.327583,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:38:06.259521,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:38:08.817099,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:39:04.305276,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:39:08.288586,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:39:10.508133,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:39:11.570381,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:39:14.315946,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:39:15.123888,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:39:17.299334,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:39:18.571821,1,expand_sender
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:43:15.409164,3,click_attachment
b23c4a0b-e47b-4472-888e-3398c81f0de5,2026-05-25T18:43:20.978005,4,click_link
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:11.383219,2,expand_sender
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:15.663882,2,click_link
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:24.524865,3,expand_sender
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:26.493047,3,click_attachment
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:32.461126,4,expand_sender
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:34.539284,4,click_link
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:39.045679,5,expand_sender
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:45.199477,6,expand_sender
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:47.278703,6,click_link
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:52.976120,7,expand_sender
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:47:59.976263,7,click_attachment
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:50:46.974372,1,expand_sender
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:50:55.301520,2,click_link
bdcb5ef5-b9b3-44e0-b442-10361d36d6f1,2026-05-25T18:51:00.363726,2,expand_sender
